Demonstration/tree_013 | center=(471.72, 5.08, -363.47) size=(10.13, 10.64, 9.67) collider=True
Demonstration/lamppost_001 | center=(-155.10, 3.46, -5.36) size=(0.37, 6.92, 2.66) collider=True
Demonstration/trash_001 | center=(636.58, 0.62, 137.61) size=(0.59, 1.24, 2.16) collider=True
Demonstration/building_platform_005 | center=(15.00, 0.00, -45.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/building_platform_009 | center=(-180.00, 0.00, -457.50) size=(15.00, 0.00, 30.00) collider=True
Demonstration/manhole_001 | center=(-460.41, 0.03, 112.61) size=(0.94, 0.06, 0.94) collider=True
Demonstration/park_road_005 | center=(-165.00, 0.00, 195.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/trash_005 | center=(422.30, 0.61, -241.48) size=(1.19, 1.21, 1.20) collider=True
Demonstration/lamppost_001 | center=(274.98, 3.46, -170.40) size=(0.37, 6.92, 2.66) collider=True
Demonstration/fence_001 | center=(-379.60, 10.75, -381.60) size=(4.00, 1.50, 0.79) collider=True
Demonstration/lamppost_001 | center=(670.05, 3.46, 114.68) size=(0.37, 6.92, 2.66) collider=True
Demonstration/building_platform_004 | center=(195.00, 0.00, -150.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/mosque_tower_001 | center=(-474.48, 19.88, 65.29) size=(5.68, 39.76, 5.44) collider=True
Demonstration/business_center_001 | center=(-419.40, 14.58, -29.03) size=(22.33, 29.16, 33.86) collider=True
Demonstration/bike_parking_001 | center=(416.38, 0.45, 12.76) size=(4.21, 0.91, 0.93) collider=True
Demonstration/lamppost_001 | center=(10.07, 3.56, -395.33) size=(0.37, 6.92, 2.66) collider=True
Demonstration/bush_005 | center=(48.20, 0.50, 108.52) size=(1.00, 1.00, 2.92) collider=True
Demonstration/bush_002 | center=(158.68, 0.66, 57.40) size=(0.94, 1.31, 1.94) collider=True
Demonstration/bush_005 | center=(293.13, 0.50, 49.60) size=(1.00, 1.00, 3.04) collider=True
Demonstration/tree_012 | center=(459.42, 3.76, 22.49) size=(5.59, 7.95, 6.57) collider=True
Demonstration/traffic_light_001 | center=(-421.96, 2.94, 186.62) size=(3.99, 5.88, 0.55) collider=True
Demonstration/traffic_light_002 | center=(-227.60, 2.94, -292.73) size=(4.73, 5.88, 0.80) collider=True
Demonstration/tree_016 | center=(639.61, 6.22, -238.64) size=(10.24, 12.82, 10.03) collider=True
Demonstration/lamppost_001 | center=(474.67, 3.46, 125.40) size=(0.37, 6.92, 2.66) collider=True
Demonstration/bush_005 | center=(122.17, 0.50, 116.85) size=(3.02, 1.00, 1.00) collider=True
Demonstration/umbrella_002 | center=(97.82, 1.03, 130.05) size=(2.02, 2.11, 2.02) collider=True
Demonstration/lamppost_001 | center=(564.64, 3.46, -370.22) size=(2.66, 6.92, 0.37) collider=True
Demonstration/bush_003 | center=(-349.63, 1.14, -194.87) size=(1.46, 2.28, 1.46) collider=True
Demonstration/bush_002 | center=(685.36, 0.66, 134.58) size=(1.94, 1.31, 0.94) collider=True
Demonstration/traffic_light_003 | center=(112.67, 1.84, 6.54) size=(0.88, 3.68, 0.20) collider=True
Demonstration/residental_building_006 | center=(-464.93, 12.18, -315.76) size=(13.59, 14.37, 12.20) collider=True
Demonstration/stand_001 | center=(172.50, 4.83, -457.81) size=(18.86, 9.66, 14.19) collider=True
Demonstration/manhole_001 | center=(-285.58, 0.03, 113.68) size=(0.94, 0.06, 0.94) collider=True
Demonstration/tree_016 | center=(543.32, 7.36, -440.76) size=(15.63, 15.16, 15.64) collider=True
Demonstration/table_001 | center=(288.50, 0.43, 37.29) size=(1.59, 0.89, 1.59) collider=True
Demonstration/park_road_002 | center=(187.50, 0.00, 75.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/tram_bridge_001 | center=(428.60, 1.68, -327.45) size=(0.83, 3.12, 2.26) collider=True
Demonstration/bench_001 | center=(181.98, 0.73, 152.39) size=(2.27, 1.08, 0.98) collider=True
Demonstration/umbrella_001 | center=(119.71, 1.51, 37.15) size=(3.88, 3.07, 3.88) collider=True
Demonstration/bush_005 | center=(110.32, 0.50, 48.13) size=(2.89, 1.00, 1.00) collider=True
Demonstration/building_platform_002 | center=(-405.00, 0.00, -45.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/trash_005 | center=(-136.04, 0.60, -318.80) size=(1.50, 1.21, 1.49) collider=True
Demonstration/manhole_001 | center=(493.70, -0.07, 4.03) size=(0.94, 0.06, 0.94) collider=True
Demonstration/bush_003 | center=(-452.92, 1.14, -195.10) size=(1.46, 2.28, 1.46) collider=True
Demonstration/grass_001 | center=(322.50, 0.00, 15.00) size=(30.00, 0.00, 15.00) collider=True
Demonstration/advertising_005 | center=(2.29, 1.93, -401.84) size=(2.25, 3.85, 2.10) collider=True
Demonstration/railway_003 | center=(465.00, 8.40, -210.00) size=(30.00, 16.80, 13.26) collider=True
Demonstration/trash_002 | center=(-453.75, 0.33, -448.97) size=(0.55, 0.69, 0.55) collider=True
Demonstration/trash_006 | center=(174.34, 0.82, -32.32) size=(2.28, 1.65, 2.35) collider=True
Demonstration/bush_005 | center=(-170.52, 0.50, 206.79) size=(2.72, 1.00, 1.00) collider=True
Demonstration/tree_013 | center=(411.44, 4.84, -95.26) size=(11.35, 10.13, 11.37) collider=True
Demonstration/building_platform_003 | center=(-142.50, 0.00, 45.00) size=(30.00, 0.20, 15.00) collider=True
Demonstration/traffic_light_003 | center=(231.51, 1.84, -250.92) size=(0.20, 3.68, 0.88) collider=True
Demonstration/fire_station_platform_001 | center=(-360.00, 1.17, 60.00) size=(45.00, 2.77, 45.00) collider=True
Demonstration/tree_013 | center=(279.67, 5.08, -405.47) size=(9.03, 10.64, 9.53) collider=True
Demonstration/tree_016 | center=(-452.97, 7.36, -257.86) size=(13.92, 15.16, 14.08) collider=True
Demonstration/lamppost_001 | center=(-235.11, 3.46, -159.68) size=(0.37, 6.92, 2.66) collider=True
Demonstration/platform_004 | center=(592.50, 7.50, 45.00) size=(30.00, 5.00, 15.00) collider=True
Demonstration/tree_017 | center=(-163.43, 5.29, -180.85) size=(12.48, 10.83, 13.05) collider=True
Demonstration/traffic_light_003 | center=(212.80, 1.94, 6.61) size=(0.88, 3.68, 0.20) collider=True
Demonstration/residental_building_001 | center=(409.46, 10.77, 45.74) size=(12.17, 21.55, 12.05) collider=True
Demonstration/umbrella_003 | center=(107.78, 2.78, 282.63) size=(4.19, 3.96, 3.98) collider=True
Demonstration/manhole_001 | center=(342.43, -0.07, 2.17) size=(0.94, 0.06, 0.94) collider=True
Demonstration/building_platform_009 | center=(-330.00, 0.00, -30.00) size=(15.00, 0.00, 45.00) collider=True
Demonstration/tent_001 | center=(772.05, 2.95, -32.36) size=(14.35, 6.22, 13.69) collider=True
Demonstration/tree_013 | center=(-197.17, 4.84, -125.42) size=(11.24, 10.13, 11.33) collider=True
Demonstration/cinema_001 | center=(-257.59, 7.02, -239.52) size=(14.09, 11.49, 12.36) collider=True
Demonstration/lamppost_001 | center=(35.40, 3.46, -190.11) size=(2.66, 6.92, 0.37) collider=True
Demonstration/gas_station_001 | center=(547.50, 3.72, -232.50) size=(30.00, 7.85, 30.00) collider=True
Demonstration/pillar_001 | center=(137.15, 0.56, -6.71) size=(0.56, 1.11, 0.56) collider=True
Demonstration/lamppost_001 | center=(-185.34, 3.46, -35.01) size=(2.66, 6.92, 0.37) collider=True
Demonstration/building_platform_003 | center=(150.00, 0.00, -337.50) size=(15.00, 0.20, 30.00) collider=True
Demonstration/trash_005 | center=(1.08, 1.88, -321.72) size=(1.41, 1.21, 1.42) collider=True
Demonstration/beach_005 | center=(1294.37, -0.98, 241.76) size=(193.59, 4.08, 109.80) collider=True
Demonstration/tree_013 | center=(-580.80, 25.82, -595.58) size=(12.04, 10.73, 12.05) collider=True
Demonstration/residental_building_010 | center=(-286.34, 19.76, -342.06) size=(9.61, 19.52, 13.43) collider=True
Demonstration/lamppost_001 | center=(-385.01, 3.56, -485.35) size=(0.37, 6.92, 2.66) collider=True
Demonstration/bush_003 | center=(14.80, 1.14, -115.90) size=(1.46, 2.28, 1.46) collider=True
Demonstration/pillar_001 | center=(-45.70, 0.56, -6.89) size=(0.56, 1.11, 0.56) collider=True
Demonstration/beach_005 | center=(547.62, -0.98, 271.24) size=(210.41, 4.08, 152.30) collider=True
Demonstration/manhole_001 | center=(419.03, 0.03, 10.11) size=(0.94, 0.06, 0.94) collider=True
Demonstration/road_column_001 | center=(270.00, 6.61, -75.00) size=(6.69, 13.23, 4.53) collider=True
Demonstration/parking_004 | center=(7.50, 1.09, -375.00) size=(30.00, 2.39, 15.00) collider=True
Demonstration/building_platform_005 | center=(-210.00, 0.00, 165.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/traffic_light_003 | center=(154.11, 1.84, 49.21) size=(0.20, 3.68, 0.88) collider=True
Demonstration/tree_013 | center=(393.26, 3.58, -145.51) size=(5.82, 7.49, 6.21) collider=True
Demonstration/park_road_003 | center=(210.00, 0.00, 37.50) size=(15.00, 0.20, 30.00) collider=True
Demonstration/traffic_light_003 | center=(146.00, 1.84, 100.97) size=(0.20, 3.68, 0.88) collider=True
Demonstration/pillar_001 | center=(129.00, 0.56, -6.71) size=(0.56, 1.11, 0.56) collider=True
Demonstration/road_column_001 | center=(210.00, 6.61, -75.00) size=(6.69, 13.23, 4.53) collider=True
Demonstration/tree_013 | center=(1104.98, 5.90, -242.35) size=(8.40, 7.49, 8.37) collider=True
Demonstration/lamppost_001 | center=(530.07, 3.56, -395.33) size=(0.37, 6.92, 2.66) collider=True
Demonstration/traffic_light_002 | center=(722.82, 2.94, 57.39) size=(0.80, 5.88, 4.73) collider=True
Demonstration/building_platform_003 | center=(-240.00, 0.00, 165.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/trash_001 | center=(183.31, 0.62, -470.28) size=(2.16, 1.24, 0.59) collider=True
Demonstration/lamppost_001 | center=(19.99, 3.56, -474.63) size=(0.37, 6.92, 2.66) collider=True
Demonstration/trash_003 | center=(-384.40, 5.60, -437.43) size=(1.16, 1.21, 1.16) collider=True
Demonstration/fence_001 | center=(808.40, 0.75, -38.40) size=(0.79, 1.50, 4.00) collider=True
Demonstration/fencing_001 | center=(-93.48, 0.17, -58.78) size=(2.27, 0.35, 2.28) collider=True
Demonstration/traffic_light_002 | center=(-412.31, 2.94, -485.12) size=(0.80, 5.88, 4.73) collider=True
Demonstration/tree_016 | center=(671.04, 15.24, -537.93) size=(13.74, 15.16, 13.56) collider=True
Demonstration/helicopter_002 | center=(553.59, 16.03, -271.20) size=(4.03, 5.54, 10.75) collider=True
Demonstration/bush_005 | center=(206.80, 0.50, 151.00) size=(1.00, 1.00, 2.92) collider=True
Demonstration/tree_017 | center=(-542.16, 5.29, -362.02) size=(12.06, 10.83, 11.40) collider=True
Demonstration/railway_column_001 | center=(1230.00, 3.97, -210.00) size=(2.69, 7.95, 4.96) collider=True
Demonstration/bench_001 | center=(-203.43, 0.52, -198.30) size=(0.98, 1.08, 2.27) collider=True
Demonstration/trash_003 | center=(359.97, 0.60, -53.26) size=(1.18, 1.21, 1.18) collider=True
Demonstration/trash_002 | center=(328.62, 0.33, 116.53) size=(0.55, 0.69, 0.55) collider=True
Demonstration/tree_017 | center=(798.17, 5.34, -336.44) size=(12.57, 10.93, 13.15) collider=True
Demonstration/lamppost_001 | center=(-99.62, 3.46, 50.12) size=(2.66, 6.92, 0.37) collider=True
Demonstration/building_platform_002 | center=(-285.00, 0.00, -150.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/lamppost_001 | center=(-234.78, 3.46, -80.37) size=(0.37, 6.92, 2.66) collider=True
Demonstration/building_platform_002 | center=(210.00, 0.00, -285.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/monument_003 | center=(300.00, 4.36, 60.00) size=(8.53, 8.92, 8.53) collider=True
Demonstration/building_platform_002 | center=(585.00, 0.00, -300.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/trash_002 | center=(431.19, 0.33, -59.12) size=(0.55, 0.69, 0.55) collider=True
Demonstration/sunbed_001 | center=(-139.79, 0.88, 258.87) size=(0.96, 0.94, 2.22) collider=True
Demonstration/bush_003 | center=(-435.18, 1.14, -28.91) size=(1.46, 2.28, 1.46) collider=True
Demonstration/bush_002 | center=(167.61, 0.66, -14.04) size=(1.94, 1.31, 0.94) collider=True
Demonstration/sunbed_006 | center=(-131.60, 1.52, 286.50) size=(0.99, 1.13, 1.12) collider=True
Demonstration/trash_005 | center=(-322.69, 6.88, -413.77) size=(1.17, 1.21, 1.19) collider=True
Demonstration/traffic_light_003 | center=(231.51, 1.84, 64.18) size=(0.20, 3.68, 0.88) collider=True
Demonstration/sunbed_002 | center=(-393.03, 0.94, 291.01) size=(1.05, 0.94, 2.25) collider=True
Demonstration/mountain_013 | center=(532.14, 6.70, -596.22) size=(690.64, 118.53, 687.24) collider=True
Demonstration/traffic_light_002 | center=(-369.99, 2.94, -8.97) size=(4.73, 5.88, 0.80) collider=True
Demonstration/elite_residental_building_002 | center=(7.56, 16.88, 150.15) size=(17.54, 33.76, 17.72) collider=True
Demonstration/traffic_light_001 | center=(868.01, 2.94, 186.62) size=(3.99, 5.88, 0.55) collider=True
Demonstration/bush_005 | center=(184.37, 0.50, 81.46) size=(1.26, 1.00, 2.68) collider=True
Demonstration/traffic_light_001 | center=(574.13, 2.94, -162.99) size=(0.55, 5.88, 3.99) collider=True
Demonstration/tree_017 | center=(1131.03, 5.34, -155.50) size=(14.60, 10.93, 14.21) collider=True
Demonstration/traffic_light_002 | center=(-500.04, 2.94, -467.76) size=(4.73, 5.88, 0.80) collider=True
Demonstration/bush_003 | center=(592.70, 1.14, -167.39) size=(1.46, 2.28, 1.46) collider=True
Demonstration/lamppost_001 | center=(575.35, 3.46, -145.17) size=(2.66, 6.92, 0.37) collider=True
Demonstration/railway_column_001 | center=(1020.00, 3.97, -210.00) size=(2.69, 7.95, 4.96) collider=True
Demonstration/traffic_light_003 | center=(352.34, 1.84, 116.03) size=(0.88, 3.68, 0.20) collider=True
Demonstration/building_platform_005 | center=(-435.00, 0.00, 105.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/fence_001 | center=(-383.60, 10.75, -398.40) size=(4.00, 1.50, 0.79) collider=True
Demonstration/bush_005 | center=(184.76, 0.50, 106.96) size=(2.77, 1.00, 2.04) collider=True
Demonstration/building_platform_005 | center=(105.00, 0.00, -15.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/bus_stop_002 | center=(79.82, 1.56, -380.45) size=(6.21, 3.12, 2.20) collider=True
Demonstration/traffic_light_003 | center=(-7.72, 1.84, 173.50) size=(0.88, 3.68, 0.20) collider=True
Demonstration/traffic_light_003 | center=(36.41, 1.84, -377.72) size=(0.20, 3.68, 0.88) collider=True
Demonstration/traffic_light_003 | center=(685.98, 1.84, 112.67) size=(0.20, 3.68, 0.88) collider=True
Demonstration/trash_003 | center=(-73.33, 0.60, 145.03) size=(1.37, 1.21, 1.37) collider=True
Demonstration/traffic_light_003 | center=(490.97, 1.84, 167.76) size=(0.20, 3.68, 0.88) collider=True
Demonstration/lamppost_001 | center=(-185.34, 3.46, -55.21) size=(2.66, 6.92, 0.37) collider=True
Demonstration/park_road_003 | center=(120.00, 0.00, 90.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/lamppost_001 | center=(614.91, 3.46, 125.40) size=(0.37, 6.92, 2.66) collider=True
Demonstration/pillar_001 | center=(178.14, 0.56, 6.66) size=(0.56, 1.11, 0.56) collider=True
Demonstration/bench_001 | center=(-446.41, 0.52, -450.19) size=(0.98, 1.08, 2.27) collider=True
Demonstration/residental_building_008 | center=(-270.63, 15.14, -315.58) size=(14.69, 17.73, 10.29) collider=True
Demonstration/lamppost_001 | center=(729.66, 3.46, -25.04) size=(2.66, 6.92, 0.37) collider=True
Demonstration/ground_002 | center=(59.27, 5.72, -649.85) size=(327.90, 33.35, 292.46) collider=True
Demonstration/disabled_parking_001 | center=(167.50, -0.09, 73.47) size=(1.98, 0.00, 1.56) collider=True
Demonstration/tree_012 | center=(-425.82, 4.31, -516.08) size=(9.84, 9.12, 9.86) collider=True
Demonstration/bush_003 | center=(353.29, 1.14, -289.30) size=(1.46, 2.28, 1.46) collider=True
Demonstration/advertising_005 | center=(506.82, 1.93, 172.46) size=(2.95, 3.85, 3.00) collider=True
Demonstration/asphalt_001 | center=(-75.00, 0.00, -95.00) size=(15.00, 0.00, 5.00) collider=True
Demonstration/lamppost_001 | center=(415.08, 3.46, -159.68) size=(0.37, 6.92, 2.66) collider=True
Demonstration/tree_013 | center=(1219.39, 5.13, -174.75) size=(12.01, 10.73, 12.05) collider=True
Demonstration/tree_017 | center=(439.87, 4.01, 62.78) size=(8.53, 8.20, 7.98) collider=True
Demonstration/lamppost_001 | center=(44.90, 3.46, -260.36) size=(0.37, 6.92, 2.66) collider=True
Demonstration/building_platform_009 | center=(-300.00, 0.00, 75.00) size=(15.00, 0.00, 15.00) collider=True
Demonstration/traffic_light_003 | center=(490.98, 1.84, 52.68) size=(0.20, 3.68, 0.88) collider=True
Demonstration/tree_017 | center=(863.66, 5.34, 74.85) size=(13.91, 10.93, 14.34) collider=True
Demonstration/traffic_light_003 | center=(566.01, 1.84, -307.32) size=(0.20, 3.68, 0.88) collider=True
Demonstration/trash_003 | center=(606.18, 10.60, 40.92) size=(1.16, 1.21, 1.16) collider=True
Demonstration/trash_007 | center=(-326.17, 10.82, -403.34) size=(1.49, 1.65, 2.24) collider=True
Demonstration/building_platform_002 | center=(330.00, 0.00, -135.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/bush_003 | center=(45.09, 1.14, -84.88) size=(1.46, 2.28, 1.46) collider=True
Demonstration/building_platform_003 | center=(720.00, 0.00, -195.00) size=(15.00, 0.20, 45.00) collider=True
Demonstration/tree_017 | center=(863.61, 5.29, 91.37) size=(14.17, 10.83, 13.73) collider=True
Demonstration/bush_005 | center=(76.05, 0.50, 116.85) size=(3.01, 1.00, 1.00) collider=True
Demonstration/building_platform_002 | center=(705.00, 0.00, -105.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/trash_005 | center=(201.47, 0.61, -115.92) size=(1.25, 1.21, 1.26) collider=True
Demonstration/parking_003 | center=(30.00, 1.09, -427.50) size=(45.00, 2.39, 60.00) collider=True
Demonstration/palm_001 | center=(-116.14, 5.71, 201.92) size=(11.84, 12.75, 11.18) collider=True
Demonstration/bush_003 | center=(47.67, 1.14, -41.46) size=(1.46, 2.28, 1.46) collider=True
Demonstration/park_road_002 | center=(60.00, 0.00, 105.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/building_platform_003 | center=(135.00, 0.00, -90.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/bush_005 | center=(-159.56, 0.50, 198.18) size=(2.72, 1.00, 1.00) collider=True
Demonstration/tree_012 | center=(-554.81, 4.35, -13.48) size=(9.72, 9.21, 9.22) collider=True
Demonstration/traffic_light_003 | center=(402.22, 1.84, -6.52) size=(0.88, 3.68, 0.20) collider=True
Demonstration/bike_parking_001 | center=(355.49, 0.45, -33.92) size=(0.93, 0.91, 4.21) collider=True
Demonstration/tree_013 | center=(-477.03, 5.08, -775.66) size=(11.25, 10.64, 11.50) collider=True
Demonstration/railway_column_001 | center=(90.00, 3.97, -210.00) size=(2.69, 7.95, 4.96) collider=True
Demonstration/trash_002 | center=(314.37, 0.33, 63.48) size=(0.55, 0.69, 0.55) collider=True
Demonstration/traffic_light_003 | center=(-307.12, 1.94, -68.43) size=(0.88, 3.68, 0.20) collider=True
Demonstration/tree_012 | center=(970.99, 4.31, -171.74) size=(9.51, 9.12, 8.95) collider=True
Demonstration/bike_parking_001 | center=(-307.62, 0.45, 170.63) size=(4.21, 0.91, 0.93) collider=True
Demonstration/traffic_light_002 | center=(-57.44, 3.04, -12.34) size=(4.73, 5.88, 0.80) collider=True
Demonstration/lamppost_001 | center=(-450.29, 3.46, 174.67) size=(0.37, 6.92, 2.66) collider=True
Demonstration/traffic_light_002 | center=(692.60, 2.94, 112.72) size=(4.73, 5.88, 0.80) collider=True
Demonstration/trash_002 | center=(213.51, 0.33, 147.61) size=(0.55, 0.69, 0.55) collider=True
Demonstration/trash_002 | center=(370.12, 0.33, -86.15) size=(0.55, 0.69, 0.55) collider=True
Demonstration/bush_005 | center=(187.89, 0.50, 74.44) size=(2.61, 1.00, 2.45) collider=True
Demonstration/lamppost_001 | center=(-405.08, 3.46, 185.39) size=(0.37, 6.92, 2.66) collider=True
Demonstration/tree_017 | center=(-159.76, 4.01, -195.45) size=(10.60, 8.20, 10.90) collider=True
Demonstration/traffic_light_002 | center=(-232.25, 2.94, 174.81) size=(0.80, 5.88, 4.73) collider=True
Demonstration/tree_016 | center=(-561.86, 7.36, -232.46) size=(14.34, 15.16, 14.48) collider=True
Demonstration/bush_003 | center=(353.29, 1.14, -277.45) size=(1.46, 2.28, 1.46) collider=True
Demonstration/lamppost_001 | center=(1125.37, 3.46, 174.67) size=(0.37, 6.92, 2.66) collider=True
Demonstration/bush_003 | center=(353.29, 1.14, -259.69) size=(1.46, 2.28, 1.46) collider=True
Demonstration/building_platform_003 | center=(585.00, 0.00, -240.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/bush_005 | center=(79.09, 0.50, 116.85) size=(3.01, 1.00, 1.00) collider=True
Demonstration/building_platform_012 | center=(135.00, 0.00, -15.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/bush_003 | center=(275.62, 1.14, -121.17) size=(1.46, 2.28, 1.46) collider=True
Demonstration/lamppost_001 | center=(479.83, 3.46, 174.67) size=(0.37, 6.92, 2.66) collider=True
Demonstration/tree_012 | center=(35.65, 4.31, -498.20) size=(9.51, 9.12, 8.95) collider=True
Demonstration/lamppost_001 | center=(-174.53, 3.46, 55.08) size=(2.66, 6.92, 0.37) collider=True
Demonstration/park_road_004 | center=(-270.00, 0.00, 210.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/bush_005 | center=(131.86, 0.50, 84.95) size=(1.00, 1.00, 2.92) collider=True
Demonstration/bike_parking_001 | center=(598.12, 0.45, -11.35) size=(4.21, 0.91, 0.93) collider=True
Demonstration/manhole_001 | center=(697.42, 5.03, 40.91) size=(0.94, 0.06, 0.94) collider=True
Demonstration/umbrella_004 | center=(-213.22, 2.41, 291.20) size=(5.09, 3.61, 5.09) collider=True
Demonstration/traffic_light_002 | center=(-402.33, 3.04, -232.27) size=(4.73, 5.88, 0.80) collider=True
Demonstration/trash_002 | center=(280.94, 0.33, -241.73) size=(0.55, 0.69, 0.55) collider=True
Demonstration/sunbed_003 | center=(329.72, 1.19, 319.47) size=(1.14, 0.94, 2.29) collider=True
Demonstration/building_platform_002 | center=(-210.00, 0.00, -270.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/karting_001 | center=(86.65, 0.42, -469.30) size=(2.47, 0.82, 2.92) collider=True
Demonstration/karting_001/Wheel_002_L_Front (1) | center=(85.91, 0.23, -468.79) size=(0.31, 0.53, 0.55) collider=False
Demonstration/karting_001/Wheel_002_R_Front (1) | center=(87.30, 0.23, -468.67) size=(0.31, 0.53, 0.55) collider=False
Demonstration/karting_001/Wheel_002_L_Back (1) | center=(85.93, 0.23, -470.35) size=(0.31, 0.53, 0.55) collider=False
Demonstration/karting_001/Wheel_002_R_Back (1) | center=(87.54, 0.23, -470.21) size=(0.31, 0.53, 0.55) collider=False
Demonstration/building_platform_004 | center=(-60.00, 0.00, -465.00) size=(15.00, 0.20, 15.00) collider=True
Demonstration/trash_005 | center=(698.65, 0.61, -55.25) size=(1.26, 1.21, 1.25) collider=True
Demonstration/tree_013 | center=(1226.82, 5.13, 132.75) size=(11.93, 10.73, 11.78) collider=True
Demonstration/lamppost_001 | center=(24.68, 3.46, -190.11) size=(2.66, 6.92, 0.37) collider=True
Demonstration/bush_005 | center=(116.82, 0.50, 70.93) size=(1.00, 1.00, 2.89) collider=True
Demonstration/tree_013 | center=(688.06, 5.13, -477.94) size=(12.01, 10.73, 11.91) collider=True
Demonstration/phone_booth_002 | center=(351.35, 1.44, 88.06) size=(1.52, 2.89, 1.52) collider=True
Demonstration/tram_railway_001 | center=(195.00, 0.05, -270.00) size=(15.00, 0.10, 45.00) collider=True
Demonstration/bush_005 | center=(168.19, 0.50, 40.85) size=(1.00, 1.00, 2.92) collider=True
Demonstration/manhole_001 | center=(99.23, 0.03, -38.34) size=(0.94, 0.06, 0.94) collider=True
Demonstration/residental_building_004 | center=(630.39, 10.77, 29.91) size=(11.45, 21.55, 12.09) collider=True
Demonstration/bush_002 | center=(160.59, 0.66, -240.87) size=(1.94, 1.31, 0.94) collider=True
Demonstration/traffic_light_002 | center=(640.97, 2.94, -395.14) size=(0.80, 5.88, 4.73) collider=True
Demonstration/grass_001 | center=(-127.50, 0.00, -592.50) size=(720.00, 0.00, 210.00) collider=True
Demonstration/lamppost_001 | center=(-70.05, 3.46, -294.59) size=(0.37, 6.92, 2.66) collider=True
Demonstration/trash_004 | center=(-22.69, 2.10, -368.94) size=(2.23, 1.65, 1.41) collider=True
Demonstration/gas_station_001 | center=(-127.50, 3.72, 157.50) size=(30.00, 7.85, 30.00) collider=True
